filename;label;fch_feature_0;fch_feature_1;fch_feature_2;fch_feature_3;fch_feature_4;fch_feature_5;fch_feature_6;fch_feature_7;fch_feature_8;fch_feature_9
augmented_Corn_Gray_Spot (478)_aug1.png;Bercak Daun;0.10096238383047114;0.10096238383047114;0.09775991240644182;0.10996115540507238;0.10108321249896084;0.10223536387417441;0.08990179919318322;0.09906656396881149;0.10218363014480962;0.09588359484760405
augmented_Corn_Gray_Spot (478)_aug2.png;Bercak Daun;0.09899770226734154;0.09899770226734154;0.09798797852476918;0.10975140247589962;0.1014925427940641;0.10593148408891784;0.09000746670017538;0.10121037917657347;0.10085344759709947;0.09476989410781794
augmented_Corn_Gray_Spot (478)_clean.png;Bercak Daun;0.10096238383047114;0.10096238383047114;0.09775991240644182;0.10996115540507238;0.10108321249896084;0.10223536387417444;0.08990179919318322;0.09906656396881149;0.10218363014480962;0.09588359484760405
augmented_Corn_Gray_Spot (493)_aug1.png;Bercak Daun;0.0896505593699775;0.0896505593699775;0.10520594305525459;0.1020470286210702;0.10101690661144201;0.1321881278159512;0.08890681126572307;0.11594228318953693;0.08635401449065179;0.08903776621041526
augmented_Corn_Gray_Spot (493)_aug2.png;Bercak Daun;0.08947646661848999;0.08947646661848999;0.10523907928948979;0.10197988646824263;0.10104022711384768;0.13262164819566644;0.088906066572168;0.11620017261434448;0.08616046065398787;0.08889952585527311
augmented_Corn_Gray_Spot (493)_clean.png;Bercak Daun;0.0896505593699775;0.0896505593699775;0.10520594305525459;0.1020470286210702;0.10101690661144201;0.1321881278159512;0.08890681126572307;0.11594228318953693;0.08635401449065179;0.08903776621041526
augmented_Corn_Gray_Spot (496)_aug1.png;Bercak Daun;0.09605597915755938;0.09605597915755938;0.09586708430131562;0.10665892077042535;0.10724156199241322;0.1065702759526962;0.09095196113481124;0.09936507653838977;0.10047780614079822;0.10075535485403178
augmented_Corn_Gray_Spot (496)_aug2.png;Bercak Daun;0.09456719421549167;0.09456719421549167;0.09593036278362334;0.10636225308747722;0.10770214130740988;0.1101144508495936;0.09109436909743121;0.10139903424897191;0.0991063014898132;0.09915669870469616
augmented_Corn_Gray_Spot (496)_clean.png;Bercak Daun;0.09605597915755937;0.09605597915755937;0.09586708430131559;0.10665892077042533;0.10724156199241318;0.10657027595269619;0.09095196113481123;0.09936507653838975;0.10047780614079822;0.10075535485403177
augmented_Corn_Gray_Spot (497)_aug1.png;Bercak Daun;0.08805203164541148;0.08805203164541148;0.0954118632398289;0.09405636740443986;0.10838198909011423;0.15292774668831374;0.09977559417928958;0.10953773024759897;0.07600254652131544;0.08780209933827635
augmented_Corn_Gray_Spot (497)_aug2.png;Bercak Daun;0.08615126076839631;0.08615126076839631;0.09579033730149755;0.09450977446182497;0.10796145231534797;0.1558462219116284;0.09885589174422103;0.1127426552249218;0.07560229844630459;0.08638884705746122
augmented_Corn_Gray_Spot (497)_clean.png;Bercak Daun;0.0880520316454115;0.0880520316454115;0.0954118632398289;0.09405636740443986;0.1083819890901142;0.15292774668831374;0.09977559417928958;0.10953773024759897;0.07600254652131544;0.08780209933827636
augmented_Corn_Gray_Spot (548)_aug1.png;Bercak Daun;0.10306953884045958;0.10306953884045958;0.09465628609008477;0.10707738252238468;0.10371886376186748;0.10547122941124418;0.0896735048562023;0.09936235310303748;0.09988393558269708;0.09401736699156304
augmented_Corn_Gray_Spot (548)_aug2.png;Bercak Daun;0.1003161773688404;0.1003161773688404;0.09437533550511712;0.10707741804284546;0.10378652027143749;0.11232944573238007;0.09003662494003914;0.10348945153525456;0.09763991003329395;0.09063293920195145
augmented_Corn_Gray_Spot (548)_clean.png;Bercak Daun;0.10306953884045958;0.10306953884045958;0.09465628609008477;0.10707738252238468;0.10371886376186748;0.10547122941124418;0.0896735048562023;0.09936235310303748;0.09988393558269708;0.09401736699156304
augmented_Corn_Gray_Spot (555)_aug1.png;Bercak Daun;0.09263734497825513;0.09263734497825513;0.10474384899666701;0.10142615328542129;0.10051038485212939;0.10945493334666694;0.0953784969926731;0.10149222186300258;0.09582699085293803;0.10589227985399147
augmented_Corn_Gray_Spot (555)_aug2.png;Bercak Daun;0.09213258140766187;0.09213258140766187;0.10473561009808655;0.1014350912908807;0.10058565178005015;0.1106810505392939;0.09540440734527392;0.10225155076133566;0.09545503342250408;0.10518644194725134
augmented_Corn_Gray_Spot (555)_clean.png;Bercak Daun;0.09263734497825513;0.09263734497825513;0.10474384899666701;0.10142615328542129;0.10051038485212939;0.10945493334666694;0.0953784969926731;0.10149222186300258;0.09582699085293803;0.10589227985399151
augmented_Corn_Gray_Spot (573)_aug1.png;Bercak Daun;0.08739185455569928;0.08739185455569928;0.09076135939120107;0.10859135044962716;0.12094407847609925;0.1048555654471063;0.09520158344744821;0.09632787995777393;0.10559550538766937;0.10293896833167619
augmented_Corn_Gray_Spot (573)_aug2.png;Bercak Daun;0.08739185455569928;0.08739185455569928;0.09076135939120107;0.10859135044962716;0.12094407847609927;0.1048555654471063;0.09520158344744821;0.09632787995777393;0.10559550538766937;0.10293896833167619
augmented_Corn_Gray_Spot (573)_clean.png;Bercak Daun;0.08739185455569928;0.08739185455569928;0.09076135939120107;0.10859135044962716;0.12094407847609927;0.1048555654471063;0.09520158344744821;0.09632787995777393;0.10559550538766937;0.10293896833167619
augmented_Corn_Gray_Spot (574)_aug1.png;Bercak Daun;0.09159546154188469;0.09159546154188469;0.09299550637072501;0.11294466116564297;0.1075992655385211;0.1120934771758841;0.09317448608020401;0.10440067781957935;0.10378704007187955;0.08981396269379452
augmented_Corn_Gray_Spot (574)_aug2.png;Bercak Daun;0.09155835965882908;0.09155835965882908;0.09300301462621272;0.1129404717544025;0.10758784807003012;0.11219783632225572;0.09317073238923003;0.10446964999082173;0.10373852493678444;0.0897752025926047
augmented_Corn_Gray_Spot (574)_clean.png;Bercak Daun;0.09159546154188469;0.09159546154188469;0.09299550637072501;0.11294466116564297;0.1075992655385211;0.1120934771758841;0.09317448608020401;0.10440067781957935;0.10378704007187955;0.08981396269379453
IMG_0002_aug1.png;Bercak Daun;0.07046273051825479;0.07046273051825479;0.10014858151133575;0.10387716087019719;0.10890167526839246;0.15894410488303354;0.09228167028063727;0.13123238531335915;0.0805963683918538;0.0830925924446814
IMG_0002_aug2.png;Bercak Daun;0.06946275190606287;0.06946275190606287;0.10024237498548018;0.10385502695622942;0.10907227832012337;0.16060632941393121;0.09237988339992291;0.13220873198315053;0.08005802863914722;0.08265184248988935
IMG_0002_clean.png;Bercak Daun;0.07046273051825479;0.07046273051825479;0.10014858151133575;0.10387716087019719;0.10890167526839244;0.15894410488303354;0.09228167028063727;0.13123238531335915;0.0805963683918538;0.08309259244468141
IMG_0003_aug1.png;Bercak Daun;0.07012561989511464;0.07012561989511464;0.10113542117568451;0.10342582044974014;0.10826804149837244;0.1590337849030299;0.09216888018747438;0.13120076692920893;0.0803677454148976;0.08414829965136275
IMG_0003_aug2.png;Bercak Daun;0.06994652785562097;0.06994652785562097;0.1011586713724283;0.10344659667567471;0.10829758820421459;0.15929020097702082;0.09217619442562211;0.13135971886017256;0.08029836160994444;0.0840796121636806
IMG_0003_clean.png;Bercak Daun;0.07012561989511464;0.07012561989511464;0.10113542117568451;0.10342582044974014;0.10826804149837244;0.1590337849030299;0.09216888018747438;0.13120076692920893;0.0803677454148976;0.08414829965136275
IMG_0004_aug1.png;Bercak Daun;0.06993974842036696;0.06993974842036696;0.10120644699542597;0.10356305825394778;0.10808986675404822;0.15897229678468675;0.0921312116363942;0.13101404322924198;0.08042455813996145;0.08471902136555978
IMG_0004_aug2.png;Bercak Daun;0.06994825116393805;0.06994825116393805;0.10119745397134111;0.10357097309927667;0.10810015951105928;0.15897351706532778;0.09212032227587423;0.13100713519454316;0.08041405324397255;0.084719883310729
IMG_0004_clean.png;Bercak Daun;0.06993974842036696;0.06993974842036696;0.10120644699542597;0.10356305825394778;0.10808986675404822;0.15897229678468675;0.0921312116363942;0.13101404322924198;0.08042455813996145;0.08471902136555978
IMG_0005_aug1.png;Bercak Daun;0.06966068985633622;0.06966068985633622;0.10144861495951017;0.10342550856147763;0.10789976542979852;0.15922729904416325;0.09205109698940858;0.1311315432585075;0.0803215370788965;0.08517325496556541
IMG_0005_aug2.png;Bercak Daun;0.06964089761481707;0.06964089761481707;0.10146142619467477;0.10339945873169655;0.107880366016876;0.15931055752764678;0.09202814542059781;0.131198242075355;0.08029841955829187;0.08514158924522709
IMG_0005_clean.png;Bercak Daun;0.06966068985633621;0.06966068985633621;0.10144861495951016;0.1034255085614776;0.10789976542979851;0.15922729904416325;0.09205109698940857;0.13113154325850748;0.08032153707889647;0.0851732549655654
IMG_0148_aug1.png;Bercak Daun;0.0750990254194191;0.0750990254194191;0.11390139551289326;0.09809062951423424;0.10246125548322527;0.1524151294825532;0.0909453201156629;0.12428408411582105;0.08203986623405674;0.0856642687027153
IMG_0148_aug2.png;Bercak Daun;0.07489877027098249;0.07489877027098249;0.11387204505857382;0.09813171148673457;0.1025334796078749;0.15271869324502252;0.09096277537474888;0.12448611860611307;0.08193803886336166;0.0855595972156057
IMG_0148_clean.png;Bercak Daun;0.0750990254194191;0.0750990254194191;0.11390139551289326;0.09809062951423424;0.10246125548322527;0.1524151294825532;0.0909453201156629;0.12428408411582102;0.08203986623405674;0.0856642687027153
IMG_0149_aug1.png;Bercak Daun;0.07499330984861335;0.07499330984861335;0.11372456953711434;0.09792565057905048;0.10239659030155678;0.15348415693502107;0.09101129492738971;0.12476490814934614;0.0817722494159161;0.08493396045737873
IMG_0149_aug2.png;Bercak Daun;0.0749951136293445;0.0749951136293445;0.113695766452615;0.09793312182306134;0.10242608769544226;0.15353774371199805;0.0909813553887973;0.12476335645399333;0.08174880999508963;0.08492353122031418
IMG_0149_clean.png;Bercak Daun;0.07499330984861335;0.07499330984861335;0.11372456953711434;0.09792565057905048;0.10239659030155678;0.15348415693502107;0.09101129492738971;0.12476490814934617;0.0817722494159161;0.08493396045737873
IMG_0150_aug1.png;Bercak Daun;0.0752718058702929;0.0752718058702929;0.11391777636121618;0.09775460599020117;0.10237728999183608;0.1527681957176476;0.09088065475458158;0.12433511699534577;0.08214622059922334;0.08527652784936242
IMG_0150_aug2.png;Bercak Daun;0.07411899777200337;0.07411899777200337;0.11294404136347237;0.09801349661672935;0.10271978853043007;0.15557022435822615;0.09093564359820995;0.12629209212467313;0.08105816738937913;0.0842285504748732
IMG_0150_clean.png;Bercak Daun;0.0752718058702929;0.0752718058702929;0.11391777636121618;0.09775460599020117;0.10237728999183608;0.1527681957176476;0.09088065475458158;0.12433511699534577;0.08214622059922334;0.08527652784936242
IMG_0151_aug1.png;Bercak Daun;0.0753982890696137;0.0753982890696137;0.11422077513874143;0.09769518767361969;0.10226566746776124;0.15265735531236183;0.09096104853561315;0.12412627695385414;0.08216373411241826;0.08511337666640277
IMG_0151_aug2.png;Bercak Daun;0.0753982890696137;0.0753982890696137;0.11422077513874143;0.09769518767361969;0.10226566746776125;0.15265735531236183;0.09096104853561314;0.12412627695385413;0.08216373411241826;0.08511337666640277
IMG_0151_clean.png;Bercak Daun;0.0753982890696137;0.0753982890696137;0.11422077513874143;0.09769518767361969;0.10226566746776125;0.15265735531236183;0.09096104853561314;0.12412627695385413;0.08216373411241826;0.08511337666640277
IMG_0152_aug1.png;Bercak Daun;0.07369618503375477;0.07369618503375477;0.11727375353770278;0.09834204168102954;0.10268646704305896;0.1523018411661954;0.09043228259879287;0.1242192360849826;0.08189527933122386;0.08545672848950439
IMG_0152_aug2.png;Bercak Daun;0.07234569937601056;0.07234569937601056;0.11742182151271417;0.09820918690533961;0.10241903684241796;0.15612901644806726;0.09035682651686641;0.1267272699202482;0.08029227891620541;0.08375316418611975
IMG_0152_clean.png;Bercak Daun;0.07369618503375477;0.07369618503375477;0.11727375353770275;0.09834204168102954;0.10268646704305896;0.1523018411661954;0.09043228259879287;0.1242192360849826;0.08189527933122386;0.0854567284895044
IMG_0153_aug1.png;Bercak Daun;0.07381900010063745;0.07381900010063745;0.11739547090090098;0.09805060788317009;0.1025941883787213;0.15376874397112658;0.09024869917772187;0.12471954139477522;0.08149993119576024;0.08408481689654893
IMG_0153_aug2.png;Bercak Daun;0.07304910762863576;0.07304910762863576;0.11765087680370952;0.09787658789711498;0.10238271150924246;0.1561704488050743;0.09023136615532316;0.1261987781747479;0.08051552774965667;0.08287548764785944
IMG_0153_clean.png;Bercak Daun;0.07381900010063744;0.07381900010063744;0.11739547090090097;0.09805060788317008;0.10259418837872127;0.15376874397112655;0.09024869917772185;0.1247195413947752;0.08149993119576023;0.0840848168965489
IMG_0154_aug1.png;Bercak Daun;0.07327840536265627;0.07327840536265627;0.11842402282828877;0.09771889841152194;0.1025187204984898;0.15624560337455237;0.09030583451414892;0.12590203154239757;0.08019141687085093;0.08213666123443732
IMG_0154_aug2.png;Bercak Daun;0.07304001076810757;0.07304001076810757;0.11831846970794818;0.09771178883936595;0.10248872377936252;0.15699012402170154;0.09028140252322414;0.1263879113724214;0.07993222584756735;0.08180933237219398
IMG_0154_clean.png;Bercak Daun;0.07327840536265628;0.07327840536265628;0.11842402282828877;0.09771889841152194;0.1025187204984898;0.15624560337455237;0.09030583451414892;0.12590203154239757;0.08019141687085093;0.08213666123443732
IMG_0155_aug1.png;Bercak Daun;0.07385272312538772;0.07385272312538772;0.10966706339426403;0.09888755593517173;0.10556422769082344;0.15346751517238605;0.09150898286866004;0.12571388777189538;0.08099919662303655;0.08648612429298727
IMG_0155_aug2.png;Bercak Daun;0.07372638658682705;0.07372638658682705;0.10963656784870864;0.09888879521144184;0.10563614194856716;0.15369461174109833;0.09149257508477839;0.12591554670364263;0.08089379667734375;0.08638919161076508
IMG_0155_clean.png;Bercak Daun;0.07385272312538771;0.07385272312538771;0.10966706339426403;0.09888755593517173;0.10556422769082344;0.15346751517238608;0.09150898286866004;0.12571388777189538;0.08099919662303655;0.08648612429298727
IMG_0156_aug1.png;Bercak Daun;0.07392637898632524;0.07392637898632524;0.11010701506259594;0.09894325172406367;0.10516212679473466;0.15356443773255804;0.0913064376350555;0.12558385695877372;0.08092895474881537;0.08655116137075271
IMG_0156_aug2.png;Bercak Daun;0.073834313524212;0.073834313524212;0.11009861151651476;0.09897789515795055;0.1052157105665205;0.15371356603238676;0.09127224657217195;0.12568826387359372;0.0808666501268247;0.08649842910561309
IMG_0156_clean.png;Bercak Daun;0.07392637898632524;0.07392637898632524;0.11010701506259594;0.09894325172406367;0.10516212679473466;0.15356443773255807;0.0913064376350555;0.12558385695877372;0.08092895474881537;0.08655116137075271
IMG_0157_aug1.png;Bercak Daun;0.07425938851958797;0.07425938851958797;0.11007680013474473;0.09864058695729619;0.10471383414170328;0.15343856835436892;0.09142383611834874;0.12564886514242943;0.08091247623731493;0.08662625587461789
IMG_0157_aug2.png;Bercak Daun;0.07401994631747956;0.07401994631747956;0.11016670244676458;0.09860865119407551;0.10459428996978662;0.15415124211787087;0.09141714055450756;0.12610482892938288;0.08062439807734323;0.08629285407530958
IMG_0157_clean.png;Bercak Daun;0.07425938851958797;0.07425938851958797;0.11007680013474473;0.09864058695729619;0.10471383414170328;0.15343856835436892;0.09142383611834874;0.12564886514242943;0.08091247623731493;0.08662625587461789
IMG_0159_aug1.png;Bercak Daun;0.0723517113402571;0.0723517113402571;0.1101962918988383;0.09828225938470875;0.10418991156794986;0.16441419832048051;0.09105545143961248;0.1311366526934719;0.07800385751049804;0.07801795450392585
IMG_0159_aug2.png;Bercak Daun;0.07219213544035076;0.07219213544035076;0.11010425433402149;0.09831757742629887;0.10424964759182903;0.16475710598251106;0.0910667989538529;0.13137134842647197;0.077892072398413;0.07785692400590001
IMG_0159_clean.png;Bercak Daun;0.0723517113402571;0.0723517113402571;0.1101962918988383;0.09828225938470875;0.10418991156794988;0.16441419832048051;0.09105545143961248;0.13113665269347188;0.07800385751049804;0.07801795450392585
IMG_0160_aug1.png;Bercak Daun;0.07279904468502922;0.07279904468502922;0.11017483565190402;0.09807031419863624;0.10393152038431056;0.16432049014435451;0.09097311298409742;0.13085741201662626;0.07806392760244747;0.07801029764756505
IMG_0160_aug2.png;Bercak Daun;0.07279592794530976;0.07279592794530976;0.11017138287677006;0.0980642102961043;0.10394680473137832;0.1643131111820837;0.09096782915536569;0.13086242258901554;0.07807455028387389;0.07800783299478899
IMG_0160_clean.png;Bercak Daun;0.07279904468502922;0.07279904468502922;0.11017483565190402;0.09807031419863624;0.10393152038431056;0.16432049014435451;0.09097311298409742;0.13085741201662626;0.07806392760244747;0.07801029764756505
IMG_0161_aug1.png;Bercak Daun;0.07216458780476827;0.07216458780476827;0.11028884376855036;0.09834554354128233;0.10431805439221352;0.1644400852749908;0.0908993783956556;0.13138661572531798;0.07802847878096739;0.0779638245114855
IMG_0161_aug2.png;Bercak Daun;0.07100446614423402;0.07100446614423402;0.10995806331771808;0.09869321582844827;0.10461476760795499;0.16654806475058914;0.09096748941302935;0.13296791217049786;0.07724343896297457;0.07699811566031968
IMG_0161_clean.png;Bercak Daun;0.07216458780476827;0.07216458780476827;0.11028884376855039;0.09834554354128233;0.10431805439221352;0.1644400852749908;0.0908993783956556;0.13138661572531798;0.07802847878096739;0.0779638245114855
IMG_0162_aug1.png;Bercak Daun;0.0718202674986462;0.0718202674986462;0.11027825922752423;0.09856398115111059;0.10447618289645098;0.16461897853731197;0.09103422472918471;0.1314823970244824;0.07799098036290118;0.07791446107374157
IMG_0162_aug2.png;Bercak Daun;0.07096429060081139;0.07096429060081139;0.10989971975747995;0.098806447844371;0.10469755185259425;0.16636375653614288;0.09103912862124282;0.13279881349580666;0.07729596115593608;0.07717003953480366
IMG_0162_clean.png;Bercak Daun;0.0718202674986462;0.0718202674986462;0.11027825922752423;0.09856398115111059;0.10447618289645098;0.16461897853731197;0.09103422472918472;0.1314823970244824;0.07799098036290118;0.07791446107374157
IMG_0163_aug1.png;Bercak Daun;0.07084254171303583;0.07084254171303583;0.10978176589335009;0.0989992236484438;0.10477821990324021;0.16600841142539716;0.09107296556305075;0.13274849588322699;0.07753288473740999;0.07739294951980931
IMG_0163_aug2.png;Bercak Daun;0.0707887401317112;0.0707887401317112;0.1097551049965776;0.09902645231616132;0.10479240782599981;0.16610579470191217;0.0910900820615087;0.13281451186655788;0.07749657820288874;0.0773415877649713
IMG_0163_clean.png;Bercak Daun;0.07084254171303583;0.07084254171303583;0.10978176589335009;0.0989992236484438;0.10477821990324021;0.16600841142539716;0.09107296556305075;0.13274849588322699;0.07753288473740998;0.07739294951980931
IMG_0175_aug1.png;Bercak Daun;0.07029725867598705;0.07029725867598705;0.1126616851135525;0.09872223140646684;0.1040397395777075;0.16077869141205034;0.09111598498175902;0.130657196758651;0.07794479580615128;0.08348515759168745
IMG_0175_aug2.png;Bercak Daun;0.07024798478109971;0.07024798478109971;0.11262613843508787;0.09874227478284293;0.10405325548967674;0.16092832203210827;0.09111603000824435;0.1307567121436255;0.07789368568250314;0.08338761186371195
IMG_0175_clean.png;Bercak Daun;0.07029725867598705;0.07029725867598705;0.1126616851135525;0.09872223140646681;0.1040397395777075;0.1607786914120503;0.09111598498175902;0.13065719675865103;0.07794479580615127;0.08348515759168745
IMG_0176_aug1.png;Bercak Daun;0.07022156669525433;0.07022156669525433;0.11256968192100257;0.09867450751531627;0.1040291759182454;0.161744678412833;0.09114263386300514;0.13095178657221762;0.07765540423484918;0.0827889981720223
IMG_0176_aug2.png;Bercak Daun;0.07010222050426046;0.07010222050426046;0.11247334077762085;0.09875422037399752;0.1040407912284353;0.1621829711180238;0.09114354690829313;0.13119424897178308;0.07749031391089212;0.08251612570243315
IMG_0176_clean.png;Bercak Daun;0.07022156669525433;0.07022156669525433;0.11256968192100252;0.09867450751531627;0.1040291759182454;0.161744678412833;0.09114263386300514;0.13095178657221762;0.07765540423484918;0.0827889981720223
IMG_0177_aug1.png;Bercak Daun;0.0704020713187952;0.0704020713187952;0.11249546163446118;0.09864388383818111;0.10385908159952932;0.1613112004359429;0.09114925815973987;0.1307192638517245;0.07772928450941277;0.08328842333341797
IMG_0177_aug2.png;Bercak Daun;0.07040031097024554;0.07040031097024554;0.11249756118721947;0.09860308912032162;0.10385092614692913;0.16133784514982388;0.09113381646354708;0.13074045020134512;0.07776006646556928;0.08327562332475326
IMG_0177_clean.png;Bercak Daun;0.07040207131879518;0.07040207131879518;0.11249546163446118;0.09864388383818111;0.10385908159952932;0.1613112004359429;0.09114925815973987;0.1307192638517245;0.07772928450941277;0.08328842333341796
IMG_0178_aug1.png;Bercak Daun;0.07063786345621562;0.07063786345621562;0.11218159152952616;0.09861904367470295;0.10383435633140396;0.1606721721169142;0.09101236952070585;0.1303162944945576;0.07796881722715368;0.08411962819260432
IMG_0178_aug2.png;Bercak Daun;0.07013071481547906;0.07013071481547906;0.11209383367356905;0.09881155936136268;0.10405800225099743;0.16147904715976882;0.09097200374611134;0.13105076135035487;0.07763314485952291;0.08364021796735471
