filename;label;LBP_0;LBP_1;LBP_2;LBP_3;LBP_4;LBP_5;LBP_6;LBP_7;LBP_8;LBP_9;fch_feature_0;fch_feature_1;fch_feature_2;fch_feature_3;fch_feature_4;fch_feature_5;fch_feature_6;fch_feature_7;fch_feature_8;fch_feature_9
augmented_Corn_Gray_Spot (452)_aug2.png;Bercak Daun;1.44081115722107e+16;3836822509750990.0;5124664306621080.0;1344299316401120.0;1250190734858510.0;1.42013549804146e+16;8980178832973560.0;5348205566385850.0;0.29195404052623;5927658081032080.0;0.0891062469674744;0.0891062469674744;0.0967844411593491;0.1113266048912818;0.1067876087643371;0.1119992876898228;0.092707802836865;0.1041696502296926;0.1024433791273556;0.0955687313663471
augmented_Corn_Gray_Spot (452)_clean.png;Bercak Daun;8945465087856500.0;3.02619934080877e+16;3.07083129881641e+16;1.18507385253454e+16;2514572143545100.0;1.72775268554028e+16;7395172119112410.0;3930664062485010.0;0.23443222045809;3965377807602060.0;0.0904530460579071;0.0904530460579071;0.0967668826671362;0.1119357701729146;0.1064760717515934;0.1078607583639888;0.0926499261382428;0.1018643004583836;0.1043028609897224;0.0972373373422035
augmented_Corn_Gray_Spot (463)_aug1.png;Bercak Daun;1.18179321288612e+16;4167175292952850.0;3746414184556020.0;1.19735717772981e+16;2.29412078856547e+16;1.8681716918874e+16;8438873290983430.0;5.09338378904307e+16;0.184982299803982;5277633666972060.0;0.0929150062334378;0.0929150062334378;0.1175919213210135;0.1029283477989637;0.0996576562288849;0.0993734309275402;0.0879211587555641;0.0992067532679698;0.0966308746299933;0.1108598446031944
augmented_Corn_Gray_Spot (463)_aug2.png;Bercak Daun;1523971557611370.0;4566192626935710.0;4326248168928810.0;1.20212554931182e+16;1.91253662108645e+16;1.66938781737644e+16;8625793456998340.0;5508422851541490.0;0.215805053710114;6.02836608884419e+16;0.0922782956782967;0.0922782956782967;0.1172702605542621;0.1028765557103921;0.0998279901563178;0.1017412960172503;0.0878926410129425;0.1005304417081596;0.0956380248463199;0.1096661986377619
augmented_Corn_Gray_Spot (463)_clean.png;Bercak Daun;1.18179321288612e+16;4167175292952850.0;3746414184556020.0;1.19735717772981e+16;2.29412078856547e+16;1.8681716918874e+16;8438873290983430.0;5.09338378904307e+16;0.184982299803982;5277633666972060.0;0.0929150062334378;0.0929150062334378;0.1175919213210135;0.1029283477989637;0.0996576562288849;0.0993734309275403;0.0879211587555641;0.0992067532679698;0.0966308746299933;0.1108598446031944
augmented_Corn_Gray_Spot (471)_aug1.png;Bercak Daun;1.25617980956552e+16;3.07884216307419e+16;3.88908386228985e+16;1.13407135009333e+16;1.75792694091126e+16;1292839050288040.0;6589508056615490.0;3286743164049960.0;0.360157012938079;4035568237289290.0;0.0921024219488908;0.0921024219488908;0.1086074265755478;0.1016144516737594;0.1022213350799392;0.12289655350627;0.0874462339284977;0.1105445583136357;0.0886404884966031;0.093824108527965
augmented_Corn_Gray_Spot (471)_aug2.png;Bercak Daun;1.71546936034502e+16;4087066650375030.0;533065795896404.0;107414245605059.0;8405303955046060.0;1.04660034179288e+16;7802200317353050.0;4756164550763110.0;0.404186248777755;6277084350561990.0;0.0908698946005413;0.0908698946005413;0.1082914854811608;0.1017611877189905;0.1024751545278545;0.1255126065266283;0.0876538117446422;0.1121373017996723;0.087822385144926;0.0926062778550425
augmented_Corn_Gray_Spot (471)_clean.png;Bercak Daun;1.25617980956552e+16;3.07884216307419e+16;3.88908386228985e+16;1.13407135009333e+16;1.75792694091126e+16;1292839050288040.0;6589508056615490.0;3286743164049960.0;0.360157012938079;4035568237289290.0;0.0921024219488908;0.0921024219488908;0.1086074265755478;0.1016144516737594;0.1022213350799392;0.12289655350627;0.0874462339284977;0.1105445583136357;0.0886404884966031;0.093824108527965
augmented_Corn_Gray_Spot (475)_aug1.png;Bercak Daun;7015228271457610.0;2.90870666502797e+16;2.66036987303673e+16;9804916381798530.0;2.47352600096713e+16;1.50104522704506e+16;5665206909158080.0;3.49655151365854e+16;0.315448760985125;347213745115863.0;0.0952367208033796;0.0952367208033796;0.0948717519672409;0.1107256587202235;0.1016168916442217;0.1162064422739739;0.0907411884393366;0.1077029693627324;0.0970493416043205;0.0906123143811909
augmented_Corn_Gray_Spot (475)_aug2.png;Bercak Daun;9235382080042900.0;3705596923813990.0;414047241209358.0;1.3294601440379e+16;9376907348597040.0;1.14311218261283e+16;9453964233362370.0;5100250244121170.0;0.365745544432198;5.99899291989899e+16;0.0940496398068149;0.0940496398068149;0.0950528577241206;0.1103515336769507;0.1017032987973434;0.1191626354119525;0.090710712126704;0.1093362617608205;0.0959707123437911;0.0896127085446869
augmented_Corn_Gray_Spot (475)_clean.png;Bercak Daun;7015228271457610.0;2.90870666502797e+16;2.66036987303673e+16;9804916381798530.0;2.47352600096713e+16;1.50104522704506e+16;5665206909158080.0;3.49655151365854e+16;0.315448760985125;347213745115863.0;0.0952367208033796;0.0952367208033796;0.0948717519672409;0.1107256587202235;0.1016168916442217;0.1162064422739739;0.0907411884393366;0.1077029693627324;0.0970493416043205;0.0906123143811909
augmented_Corn_Gray_Spot (478)_aug1.png;Bercak Daun;1.24206542968276e+16;3739929199204480.0;4143524169906070.0;1430511474603920.0;246673583983434.0;1.77680969237603e+16;8153533935515770.0;4.4673919677564e+16;0.165573120116556;4955673217754530.0;0.1009623838304711;0.1009623838304711;0.0977599124064418;0.1099611554050723;0.1010832124989608;0.1022353638741744;0.0899017991931832;0.0990665639688114;0.1021836301448096;0.095883594847604
augmented_Corn_Gray_Spot (478)_aug2.png;Bercak Daun;1.65748596190774e+16;4.30374145506171e+16;5121994018535150.0;1.3803863525338e+16;1810951232903250.0;1563796997064350.0;8589553832975050.0;5.16052246091781e+16;0.215461730956209;6069183349586220.0;0.0989977022673415;0.0989977022673415;0.0979879785247691;0.1097514024758996;0.1014925427940641;0.1059314840889178;0.0900074667001753;0.1012103791765734;0.1008534475970994;0.0947698941078179
augmented_Corn_Gray_Spot (478)_clean.png;Bercak Daun;1.24206542968276e+16;3739929199204480.0;4143524169906070.0;1430511474603920.0;246673583983434.0;1.77680969237603e+16;8153533935515770.0;4.4673919677564e+16;0.165573120116556;4955673217754530.0;0.1009623838304711;0.1009623838304711;0.0977599124064418;0.1099611554050723;0.1010832124989608;0.1022353638741744;0.0899017991931832;0.0990665639688114;0.1021836301448096;0.095883594847604
augmented_Corn_Gray_Spot (493)_aug1.png;Bercak Daun;4989624023418470.0;2.06375122069525e+16;1.66358947753272e+16;6741714477513340.0;2.03849792479691e+16;1.27193450927249e+16;4613876342755840.0;2.68402099608351e+16;0.461845397947457;2445220947256300.0;0.0896505593699775;0.0896505593699775;0.1052059430552545;0.1020470286210702;0.101016906611442;0.1321881278159512;0.088906811265723;0.1159422831895369;0.0863540144906517;0.0890377662104152
augmented_Corn_Gray_Spot (493)_aug2.png;Bercak Daun;545120239255733.0;2112579345695070.0;1.8165588378837e+16;6905364990208030.0;1.95037841796131e+16;1250457763667100.0;4678726196271210.0;2733993530263010.0;0.466629028318532;2536392211904390.0;0.0894764666184899;0.0894764666184899;0.1052390792894897;0.1019798864682426;0.1010402271138476;0.1326216481956664;0.088906066572168;0.1162001726143444;0.0861604606539878;0.0888995258552731
augmented_Corn_Gray_Spot (493)_clean.png;Bercak Daun;4989624023418470.0;2.06375122069525e+16;1.66358947753272e+16;6741714477513340.0;2.03849792479691e+16;1.27193450927249e+16;4613876342755840.0;2.68402099608351e+16;0.461845397947457;2445220947256300.0;0.0896505593699775;0.0896505593699775;0.1052059430552545;0.1020470286210702;0.101016906611442;0.1321881278159512;0.088906811265723;0.1159422831895369;0.0863540144906517;0.0890377662104152
augmented_Corn_Gray_Spot (496)_aug1.png;Bercak Daun;7061004638644940.0;3097915649402240.0;2.92816162108258e+16;1.09294891357005e+16;3073158264148430.0;1.80599212645795e+16;6341552734350810.0;3973770141586400.0;0.197071075438701;3524398803697490.0;0.0960559791575593;0.0960559791575593;0.0958670843013156;0.1066589207704253;0.1072415619924132;0.1065702759526962;0.0909519611348112;0.0993650765383897;0.1004778061407982;0.1007553548540317
augmented_Corn_Gray_Spot (496)_aug2.png;Bercak Daun;1.10969543456608e+16;3555297851548940.0;4078674316390690.0;1.2769699096631e+16;2.0871734619061e+16;1.65863037108742e+16;7549667358369640.0;4490280151350060.0;0.244514465331098;4.53720092771707e+16;0.0945671942154916;0.0945671942154916;0.0959303627836233;0.1063622530874772;0.1077021413074098;0.1101144508495936;0.0910943690974312;0.1013990342489719;0.0991063014898132;0.0991566987046961
augmented_Corn_Gray_Spot (496)_clean.png;Bercak Daun;7061004638644940.0;3097915649402240.0;2.92816162108258e+16;1.09294891357005e+16;3073158264148430.0;1.80599212645795e+16;6341552734350810.0;3973770141586400.0;0.197071075438701;3524398803697490.0;0.0960559791575593;0.0960559791575593;0.0958670843013155;0.1066589207704253;0.1072415619924131;0.1065702759526961;0.0909519611348112;0.0993650765383897;0.1004778061407982;0.1007553548540317
augmented_Corn_Gray_Spot (497)_aug1.png;Bercak Daun;1.95693969725816e+16;1.22566223144064e+16;3.1394958495974e+16;6562805175756210.0;4.92630004880933e+16;1.34994506835423e+16;2.08053588866394e+16;4769515991192740.0;0.643970489499497;2029037475578200.0;0.0880520316454114;0.0880520316454114;0.0954118632398289;0.0940563674044398;0.1083819890901142;0.1529277466883137;0.0997755941792895;0.1095377302475989;0.0760025465213154;0.0878020993382763
augmented_Corn_Gray_Spot (497)_aug2.png;Bercak Daun;3.39889526365891e+16;2.14385986327307e+16;8739471435513540.0;7137298583957150.0;2.79006958006748e+16;9327697753870670.0;2.68592834471632e+16;5.28182983396423e+16;0.662109374997474;3208541870104950.0;0.0861512607683963;0.0861512607683963;0.0957903373014975;0.0945097744618249;0.1079614523153479;0.1558462219116284;0.098855891744221;0.1127426552249218;0.0756022984463045;0.0863888470574612
augmented_Corn_Gray_Spot (497)_clean.png;Bercak Daun;1.95693969725816e+16;1.22566223144064e+16;3.1394958495974e+16;6562805175756210.0;4.92630004880933e+16;1.34994506835423e+16;2.08053588866394e+16;4769515991192740.0;0.643970489499497;2029037475578200.0;0.0880520316454115;0.0880520316454115;0.0954118632398289;0.0940563674044398;0.1083819890901142;0.1529277466883137;0.0997755941792895;0.1095377302475989;0.0760025465213154;0.0878020993382763
augmented_Corn_Gray_Spot (548)_aug1.png;Bercak Daun;1.41868591308053e+16;3660202026353220.0;4623794555646420.0;1431198120111730.0;243011474608448.0;1686820983880280.0;7729721069306450.0;4183578491194980.0;0.181957244872353;4706954956036730.0;0.1030695388404595;0.1030695388404595;0.0946562860900847;0.1070773825223846;0.1037188637618674;0.1054712294112441;0.0896735048562023;0.0993623531030374;0.099883935582697;0.094017366991563
augmented_Corn_Gray_Spot (548)_aug2.png;Bercak Daun;1.94053649901603e+16;4643630981427600.0;6986236572238970.0;131591796874498.0;9958648681602640.0;1250915527338980.0;9629058837853890.0;5960464477516320.0;0.277854919432534;7427597045870100.0;0.1003161773688404;0.1003161773688404;0.0943753355051171;0.1070774180428454;0.1037865202714374;0.11232944573238;0.0900366249400391;0.1034894515352545;0.0976399100332939;0.0906329392019514
augmented_Corn_Gray_Spot (548)_clean.png;Bercak Daun;1.41868591308053e+16;3660202026353220.0;4623794555646420.0;1431198120111730.0;243011474608448.0;1686820983880280.0;7729721069306450.0;4183578491194980.0;0.181957244872353;4706954956036730.0;0.1030695388404595;0.1030695388404595;0.0946562860900847;0.1070773825223846;0.1037188637618674;0.1054712294112441;0.0896735048562023;0.0993623531030374;0.099883935582697;0.094017366991563
augmented_Corn_Gray_Spot (555)_aug1.png;Bercak Daun;1.33132934569805e+16;3272628784167200.0;4088973999007840.0;1.42471313476019e+16;2.16377258299956e+16;1.74583435057928e+16;8188629150359390.0;4359817504866180.0;0.203334808348834;5081939697246240.0;0.0926373449782551;0.0926373449782551;0.104743848996667;0.1014261532854212;0.1005103848521293;0.1094549333466669;0.0953784969926731;0.1014922218630025;0.095826990852938;0.1058922798539914
augmented_Corn_Gray_Spot (555)_aug2.png;Bercak Daun;1.47056579589283e+16;3489685058580440.0;4441452026350240.0;1.38103485106895e+16;1.99172973632053e+16;1.6600418090757e+16;8280181884734040.0;4600143432599640.0;0.219776153563615;5412292480448100.0;0.0921325814076618;0.0921325814076618;0.1047356100980865;0.1014350912908807;0.1005856517800501;0.1106810505392939;0.0954044073452739;0.1022515507613356;0.095455033422504;0.1051864419472513
augmented_Corn_Gray_Spot (555)_clean.png;Bercak Daun;1.33132934569805e+16;3272628784167200.0;4088973999007840.0;1.42471313476019e+16;2.16377258299956e+16;1.74583435057928e+16;8188629150359390.0;4359817504866180.0;0.203334808348834;5081939697246240.0;0.0926373449782551;0.0926373449782551;0.104743848996667;0.1014261532854212;0.1005103848521293;0.1094549333466669;0.0953784969926731;0.1014922218630025;0.095826990852938;0.1058922798539915
augmented_Corn_Gray_Spot (573)_aug1.png;Bercak Daun;2348327636709790.0;9799194335900120.0;332984924315136.0;8121871948211200.0;2351341247549620.0;1.04434967040617e+16;4777145385723960.0;951118469234653.0;0.207790374755067;7376480102510920.0;0.0873918545556992;0.0873918545556992;0.090761359391201;0.1085913504496271;0.1209440784760992;0.1048555654471063;0.0952015834474482;0.0963278799577739;0.1055955053876693;0.1029389683316761
augmented_Corn_Gray_Spot (573)_aug2.png;Bercak Daun;2348327636709790.0;9799194335900120.0;332984924315136.0;8121871948211200.0;2351341247549620.0;1.04434967040617e+16;4777145385723960.0;951118469234653.0;0.207790374755067;7376480102510920.0;0.0873918545556992;0.0873918545556992;0.090761359391201;0.1085913504496271;0.1209440784760992;0.1048555654471063;0.0952015834474482;0.0963278799577739;0.1055955053876693;0.1029389683316761
augmented_Corn_Gray_Spot (573)_clean.png;Bercak Daun;2348327636709790.0;9799194335900120.0;332984924315136.0;8121871948211200.0;2351341247549620.0;1.04434967040617e+16;4777145385723960.0;951118469234653.0;0.207790374755067;7376480102510920.0;0.0873918545556992;0.0873918545556992;0.090761359391201;0.1085913504496271;0.1209440784760992;0.1048555654471063;0.0952015834474482;0.0963278799577739;0.1055955053876693;0.1029389683316761
augmented_Corn_Gray_Spot (574)_aug1.png;Bercak Daun;8544921874967400.0;2.9270172119029e+16;2.71949768065369e+16;1.07299804687091e+16;2628822326650130.0;1.65199279784526e+16;5723953247048480.0;3.48052978514297e+16;0.27295684814349;3460693359361800.0;0.0915954615418846;0.0915954615418846;0.092995506370725;0.1129446611656429;0.1075992655385211;0.1120934771758841;0.093174486080204;0.1044006778195793;0.1037870400718795;0.0898139626937945
augmented_Corn_Gray_Spot (574)_aug2.png;Bercak Daun;8903503417934790.0;2.95104980467624e+16;2.8045654296768e+16;1.08005523681229e+16;2.58556365965811e+16;1641540527337490.0;5.81054687497783e+16;3517150878892830.0;0.274486541747;3506088256822560.0;0.091558359658829;0.091558359658829;0.0930030146262127;0.1129404717544025;0.1075878480700301;0.1121978363222557;0.09317073238923;0.1044696499908217;0.1037385249367844;0.0897752025926047
augmented_Corn_Gray_Spot (574)_clean.png;Bercak Daun;8544921874967400.0;2.9270172119029e+16;2.71949768065369e+16;1.07299804687091e+16;2628822326650130.0;1.65199279784526e+16;5723953247048480.0;3.48052978514297e+16;0.27295684814349;3460693359361800.0;0.0915954615418846;0.0915954615418846;0.092995506370725;0.1129446611656429;0.1075992655385211;0.1120934771758841;0.093174486080204;0.1044006778195793;0.1037870400718795;0.0898139626937945
IMG_0002_aug1.png;Bercak Daun;1.03225708007419e+16;1.32179260253402e+16;1.33285522460429e+16;4267120361311850.0;8542251586881480.0;5.28221130369079e+16;2.32849121092862e+16;1.75857543944642e+16;0.715610504147661;2.57339477538081e+16;0.0704627305182547;0.0704627305182547;0.1001485815113357;0.1038771608701971;0.1089016752683924;0.1589441048830335;0.0922816702806372;0.1312323853133591;0.0805963683918538;0.0830925924446814
IMG_0002_aug2.png;Bercak Daun;8884429931606730.0;1659011840813980.0;1932144165031690.0;4481506347639150.0;4357528686506820.0;4766845703106820.0;3.09333801268351e+16;2153396606437100.0;0.736343383786254;3.03344726561343e+16;0.0694627519060628;0.0694627519060628;0.1002423749854801;0.1038550269562294;0.1090722783201233;0.1606063294139312;0.0923798833999229;0.1322087319831505;0.0800580286391472;0.0826518424898893
IMG_0002_clean.png;Bercak Daun;1.03225708007419e+16;1.32179260253402e+16;1.33285522460429e+16;4267120361311850.0;8542251586881480.0;5.28221130369079e+16;2.32849121092862e+16;1.75857543944642e+16;0.715610504147661;2.57339477538081e+16;0.0704627305182547;0.0704627305182547;0.1001485815113357;0.1038771608701971;0.1089016752683924;0.1589441048830335;0.0922816702806372;0.1312323853133591;0.0805963683918538;0.0830925924446814
IMG_0003_aug1.png;Bercak Daun;9338378906214380.0;1.32522583007307e+16;1.2847900390576e+16;4155349731429460.0;888710021969266.0;5258178710917440.0;2.32658386229581e+16;1694488525384160.0;0.716247558591018;2.50968933104511e+16;0.0701256198951146;0.0701256198951146;0.1011354211756845;0.1034258204497401;0.1082680414983724;0.1590337849030299;0.0921688801874743;0.1312007669292089;0.0803677454148976;0.0841482996513627
IMG_0003_aug2.png;Bercak Daun;9757995605431530.0;1.57699584960336e+16;1.68914794921231e+16;4834365844708120.0;5704879760720420.0;5.28373718259703e+16;2.97431945799647e+16;1.92756652831296e+16;0.722167968747245;2.81639099120019e+16;0.0699465278556209;0.0699465278556209;0.1011586713724283;0.1034465966756747;0.1082975882042145;0.1592902009770208;0.0921761944256221;0.1313597188601725;0.0802983616099444;0.0840796121636806
IMG_0003_clean.png;Bercak Daun;9338378906214380.0;1.32522583007307e+16;1.2847900390576e+16;4155349731429460.0;888710021969266.0;5258178710917440.0;2.32658386229581e+16;1694488525384160.0;0.716247558591018;2.50968933104511e+16;0.0701256198951146;0.0701256198951146;0.1011354211756845;0.1034258204497401;0.1082680414983724;0.1590337849030299;0.0921688801874743;0.1312007669292089;0.0803677454148976;0.0841482996513627
IMG_0004_aug1.png;Bercak Daun;6122589111304770.0;1.25617980956552e+16;1.06849670409749e+16;3.99971008299255e+16;1.03122711181247e+16;5080413818340000.0;2.23388671874148e+16;1.61323547362666e+16;0.715686798092973;2.25486755370234e+16;0.0699397484203669;0.0699397484203669;0.1012064469954259;0.1035630582539477;0.1080898667540482;0.1589722967846867;0.0921312116363942;0.1310140432292419;0.0804245581399614;0.0847190213655597
IMG_0004_aug2.png;Bercak Daun;7183074951144470.0;1438903808588260.0;1456451416010070.0;513725280759759.0;6749343872044560.0;5619430541970750.0;2.79655456541902e+16;1.80358886718062e+16;0.717914581296089;2.48870849608426e+16;0.069948251163938;0.069948251163938;0.1011974539713411;0.1035709730992766;0.1081001595110592;0.1589735170653277;0.0921203222758742;0.1310071351945431;0.0804140532439725;0.084719883310729
IMG_0004_clean.png;Bercak Daun;6122589111304770.0;1.25617980956552e+16;1.06849670409749e+16;3.99971008299255e+16;1.03122711181247e+16;5080413818340000.0;2.23388671874148e+16;1.61323547362666e+16;0.715686798092973;2.25486755370234e+16;0.0699397484203669;0.0699397484203669;0.1012064469954259;0.1035630582539477;0.1080898667540482;0.1589722967846867;0.0921312116363942;0.1310140432292419;0.0804245581399614;0.0847190213655597
IMG_0005_aug1.png;Bercak Daun;5046844482402620.0;1.22566223144064e+16;8911132812466010.0;3702545166001500.0;1.08993530273022e+16;5311965942362550.0;2178955078116690.0;1.59606933593141e+16;0.716445922848829;2045059204093760.0;0.0696606898563362;0.0696606898563362;0.1014486149595101;0.1034255085614776;0.1078997654297985;0.1592272990441632;0.0920510969894085;0.1311315432585075;0.0803215370788965;0.0851732549655654
IMG_0005_aug2.png;Bercak Daun;6309509277319680.0;1.45530700683039e+16;1.65557861327493e+16;5823135375954350.0;4.52384948728743e+16;5793380737282590.0;3.4675598144399e+16;1924514770500470.0;0.721580505368341;2.56767272948239e+16;0.069640897614817;0.069640897614817;0.1014614261946747;0.1033994587316965;0.107880366016876;0.1593105575276467;0.0920281454205978;0.131198242075355;0.0802984195582918;0.085141589245227
IMG_0005_clean.png;Bercak Daun;5046844482402620.0;1.22566223144064e+16;8911132812466010.0;3702545166001500.0;1.08993530273022e+16;5311965942362550.0;2178955078116690.0;1.59606933593141e+16;0.716445922848829;2045059204093760.0;0.0696606898563362;0.0696606898563362;0.1014486149595101;0.1034255085614776;0.1078997654297985;0.1592272990441632;0.0920510969894085;0.1311315432585074;0.0803215370788964;0.0851732549655654
