filename;label;LBP_0;LBP_1;LBP_2;LBP_3;LBP_4;LBP_5;LBP_6;LBP_7;LBP_8;LBP_9
augmented_Corn_Gray_Spot (493)_aug1.png;Bercak Daun;4.98962402341847e+15;2.06375122069525e+16;1.66358947753272e+16;6.74171447751334e+15;2.03849792479691e+16;1.27193450927249e+16;4.61387634275584e+15;2.68402099608351e+16;0.461845397947457;2.4452209472563e+15
augmented_Corn_Gray_Spot (493)_aug2.png;Bercak Daun;545120239255733;2.11257934569507e+15;1.8165588378837e+16;6.90536499020803e+15;1.95037841796131e+16;1.2504577636671e+15;4.67872619627121e+15;2.73399353026301e+15;0.466629028318532;2.53639221190439e+15
augmented_Corn_Gray_Spot (493)_clean.png;Bercak Daun;4.98962402341847e+15;2.06375122069525e+16;1.66358947753272e+16;6.74171447751334e+15;2.03849792479691e+16;1.27193450927249e+16;4.61387634275584e+15;2.68402099608351e+16;0.461845397947457;2.4452209472563e+15
augmented_Corn_Gray_Spot (496)_aug1.png;Bercak Daun;7.06100463864494e+15;3.09791564940224e+15;2.92816162108258e+16;1.09294891357005e+16;3.07315826414843e+15;1.80599212645795e+16;6.34155273435081e+15;3.9737701415864e+15;0.197071075438701;3.52439880369749e+15
augmented_Corn_Gray_Spot (496)_aug2.png;Bercak Daun;1.10969543456608e+16;3.55529785154894e+15;4.07867431639069e+15;1.2769699096631e+16;2.0871734619061e+16;1.65863037108742e+16;7.54966735836964e+15;4.49028015135006e+15;0.244514465331098;4.53720092771707e+16
augmented_Corn_Gray_Spot (496)_clean.png;Bercak Daun;7.06100463864494e+15;3.09791564940224e+15;2.92816162108258e+16;1.09294891357005e+16;3.07315826414843e+15;1.80599212645795e+16;6.34155273435081e+15;3.9737701415864e+15;0.197071075438701;3.52439880369749e+15
augmented_Corn_Gray_Spot (497)_aug1.png;Bercak Daun;1.95693969725816e+16;1.22566223144064e+16;3.1394958495974e+16;6.56280517575621e+15;4.92630004880933e+16;1.34994506835423e+16;2.08053588866394e+16;4.76951599119274e+15;0.643970489499497;2.0290374755782e+15
augmented_Corn_Gray_Spot (497)_aug2.png;Bercak Daun;3.39889526365891e+16;2.14385986327307e+16;8.73947143551354e+15;7.13729858395715e+15;2.79006958006748e+16;9.32769775387067e+15;2.68592834471632e+16;5.28182983396423e+16;0.662109374997474;3.20854187010495e+15
augmented_Corn_Gray_Spot (497)_clean.png;Bercak Daun;1.95693969725816e+16;1.22566223144064e+16;3.1394958495974e+16;6.56280517575621e+15;4.92630004880933e+16;1.34994506835423e+16;2.08053588866394e+16;4.76951599119274e+15;0.643970489499497;2.0290374755782e+15
augmented_Corn_Gray_Spot (548)_aug1.png;Bercak Daun;1.41868591308053e+16;3.66020202635322e+15;4.62379455564642e+15;1.43119812011173e+15;243011474608448;1.68682098388028e+15;7.72972106930645e+15;4.18357849119498e+15;0.181957244872353;4.70695495603673e+15
augmented_Corn_Gray_Spot (548)_aug2.png;Bercak Daun;1.94053649901603e+16;4.6436309814276e+15;6.98623657223897e+15;131591796874498;9.95864868160264e+15;1.25091552733898e+15;9.62905883785389e+15;5.96046447751632e+15;0.277854919432534;7.4275970458701e+15
augmented_Corn_Gray_Spot (548)_clean.png;Bercak Daun;1.41868591308053e+16;3.66020202635322e+15;4.62379455564642e+15;1.43119812011173e+15;243011474608448;1.68682098388028e+15;7.72972106930645e+15;4.18357849119498e+15;0.181957244872353;4.70695495603673e+15
augmented_Corn_Gray_Spot (555)_aug1.png;Bercak Daun;1.33132934569805e+16;3.2726287841672e+15;4.08897399900784e+15;1.42471313476019e+16;2.16377258299956e+16;1.74583435057928e+16;8.18862915035939e+15;4.35981750486618e+15;0.203334808348834;5.08193969724624e+15
augmented_Corn_Gray_Spot (555)_aug2.png;Bercak Daun;1.47056579589283e+16;3.48968505858044e+15;4.44145202635024e+15;1.38103485106895e+16;1.99172973632053e+16;1.6600418090757e+16;8.28018188473404e+15;4.60014343259964e+15;0.219776153563615;5.4122924804481e+15
augmented_Corn_Gray_Spot (555)_clean.png;Bercak Daun;1.33132934569805e+16;3.2726287841672e+15;4.08897399900784e+15;1.42471313476019e+16;2.16377258299956e+16;1.74583435057928e+16;8.18862915035939e+15;4.35981750486618e+15;0.203334808348834;5.08193969724624e+15
augmented_Corn_Gray_Spot (573)_aug1.png;Bercak Daun;2.34832763670979e+15;9.79919433590012e+15;332984924315136;8.1218719482112e+15;2.35134124754962e+15;1.04434967040617e+16;4.77714538572396e+15;951118469234653;0.207790374755067;7.37648010251092e+15
augmented_Corn_Gray_Spot (573)_aug2.png;Bercak Daun;2.34832763670979e+15;9.79919433590012e+15;332984924315136;8.1218719482112e+15;2.35134124754962e+15;1.04434967040617e+16;4.77714538572396e+15;951118469234653;0.207790374755067;7.37648010251092e+15
augmented_Corn_Gray_Spot (573)_clean.png;Bercak Daun;2.34832763670979e+15;9.79919433590012e+15;332984924315136;8.1218719482112e+15;2.35134124754962e+15;1.04434967040617e+16;4.77714538572396e+15;951118469234653;0.207790374755067;7.37648010251092e+15
augmented_Corn_Gray_Spot (574)_aug1.png;Bercak Daun;8.5449218749674e+15;2.9270172119029e+16;2.71949768065369e+16;1.07299804687091e+16;2.62882232665013e+15;1.65199279784526e+16;5.72395324704848e+15;3.48052978514297e+16;0.27295684814349;3.4606933593618e+15
augmented_Corn_Gray_Spot (574)_aug2.png;Bercak Daun;8.90350341793479e+15;2.95104980467624e+16;2.8045654296768e+16;1.08005523681229e+16;2.58556365965811e+16;1.64154052733749e+15;5.81054687497783e+16;3.51715087889283e+15;0.274486541747;3.50608825682256e+15
augmented_Corn_Gray_Spot (574)_clean.png;Bercak Daun;8.5449218749674e+15;2.9270172119029e+16;2.71949768065369e+16;1.07299804687091e+16;2.62882232665013e+15;1.65199279784526e+16;5.72395324704848e+15;3.48052978514297e+16;0.27295684814349;3.4606933593618e+15
IMG_0002_aug1.png;Bercak Daun;1.03225708007419e+16;1.32179260253402e+16;1.33285522460429e+16;4.26712036131185e+15;8.54225158688148e+15;5.28221130369079e+16;2.32849121092862e+16;1.75857543944642e+16;0.715610504147661;2.57339477538081e+16
IMG_0002_aug2.png;Bercak Daun;8.88442993160673e+15;1.65901184081398e+15;1.93214416503169e+15;4.48150634763915e+15;4.35752868650682e+15;4.76684570310682e+15;3.09333801268351e+16;2.1533966064371e+15;0.736343383786254;3.03344726561343e+16
IMG_0002_clean.png;Bercak Daun;1.03225708007419e+16;1.32179260253402e+16;1.33285522460429e+16;4.26712036131185e+15;8.54225158688148e+15;5.28221130369079e+16;2.32849121092862e+16;1.75857543944642e+16;0.715610504147661;2.57339477538081e+16
IMG_0003_aug1.png;Bercak Daun;9.33837890621438e+15;1.32522583007307e+16;1.2847900390576e+16;4.15534973142946e+15;888710021969266;5.25817871091744e+15;2.32658386229581e+16;1.69448852538416e+15;0.716247558591018;2.50968933104511e+16
IMG_0003_aug2.png;Bercak Daun;9.75799560543153e+15;1.57699584960336e+16;1.68914794921231e+16;4.83436584470812e+15;5.70487976072042e+15;5.28373718259703e+16;2.97431945799647e+16;1.92756652831296e+16;0.722167968747245;2.81639099120019e+16
IMG_0003_clean.png;Bercak Daun;9.33837890621438e+15;1.32522583007307e+16;1.2847900390576e+16;4.15534973142946e+15;888710021969266;5.25817871091744e+15;2.32658386229581e+16;1.69448852538416e+15;0.716247558591018;2.50968933104511e+16
IMG_0004_aug1.png;Bercak Daun;6.12258911130477e+15;1.25617980956552e+16;1.06849670409749e+16;3.99971008299255e+16;1.03122711181247e+16;5.08041381834e+15;2.23388671874148e+16;1.61323547362666e+16;0.715686798092973;2.25486755370234e+16
IMG_0004_aug2.png;Bercak Daun;7.18307495114447e+15;1.43890380858826e+15;1.45645141601007e+15;513725280759759;6.74934387204456e+15;5.61943054197075e+15;2.79655456541902e+16;1.80358886718062e+16;0.717914581296089;2.48870849608426e+16
IMG_0004_clean.png;Bercak Daun;6.12258911130477e+15;1.25617980956552e+16;1.06849670409749e+16;3.99971008299255e+16;1.03122711181247e+16;5.08041381834e+15;2.23388671874148e+16;1.61323547362666e+16;0.715686798092973;2.25486755370234e+16
IMG_0005_aug1.png;Bercak Daun;5.04684448240262e+15;1.22566223144064e+16;8.91113281246601e+15;3.7025451660015e+15;1.08993530273022e+16;5.31196594236255e+15;2.17895507811669e+15;1.59606933593141e+16;0.716445922848829;2.04505920409376e+15
IMG_0005_aug2.png;Bercak Daun;6.30950927731968e+15;1.45530700683039e+16;1.65557861327493e+16;5.82313537595435e+15;4.52384948728743e+16;5.79338073728259e+15;3.4675598144399e+16;1.92451477050047e+15;0.721580505368341;2.56767272948239e+16
IMG_0005_clean.png;Bercak Daun;5.04684448240262e+15;1.22566223144064e+16;8.91113281246601e+15;3.7025451660015e+15;1.08993530273022e+16;5.31196594236255e+15;2.17895507811669e+15;1.59606933593141e+16;0.716445922848829;2.04505920409376e+15
IMG_0148_aug1.png;Bercak Daun;1.97639465331277e+15;3.92036437986786e+15;2.35176086424884e+16;4.96749877927793e+16;9.66186523433814e+15;6.32438659665556e+15;3.86352539061026e+15;3.88908386228985e+16;0.569766998288842;6.0684204101331e+16
IMG_0148_aug2.png;Bercak Daun;2.40020751952209e+16;4.13131713865612e+16;3.02085876463691e+16;5.8471679687277e+15;481224060056758;5.67588806150179e+16;4.74586486814596e+15;4.19654846189805e+15;0.585567474363001;6.61315917966227e+15
IMG_0148_clean.png;Bercak Daun;1.97639465331277e+15;3.92036437986786e+15;2.35176086424884e+16;4.96749877927793e+16;9.66186523433814e+15;6.32438659665556e+15;3.86352539061026e+15;3.88908386228985e+16;0.569766998288842;6.0684204101331e+16
IMG_0149_aug1.png;Bercak Daun;2.02293395995322e+16;381546020506357;2.36701965331128e+15;4.75349426267718e+15;1.00372314452742e+16;5.96199035642257e+15;3.79638671873552e+15;3.8406372070166e+15;0.57440948486109;5.96389770505537e+16
IMG_0149_aug2.png;Bercak Daun;237693786620187;3.88984680174297e+15;2.71606445311464e+15;5.51948547361176e+15;6.77719116208352e+15;6.06079101560188e+16;4.22172546385108e+15;3.93714904783654e+15;0.581829071042702;6.31790161130402e+15
IMG_0149_clean.png;Bercak Daun;2.02293395995322e+16;381546020506357;2.36701965331128e+15;4.75349426267718e+15;1.00372314452742e+16;5.96199035642257e+15;3.79638671873552e+15;3.8406372070166e+15;0.57440948486109;5.96389770505537e+16
IMG_0150_aug1.png;Bercak Daun;2.57759094237298e+16;3.36914062498715e+15;2.53105163573253e+16;4.88014221189545e+15;1.024513244625e+15;5.88035583493851e+16;3.61366271971278e+15;3.69873046873589e+16;0.569740295407983;6.23016357419498e+16
IMG_0150_aug2.png;Bercak Daun;2.40325927733458e+16;3.51142883299442e+15;2.7839660644425e+15;535621643064363;42499542236166;5.64994812009563e+16;375328063963412;3.7956237792824e+16;0.616794586179288;6.81686401364587e+15
IMG_0150_clean.png;Bercak Daun;2.57759094237298e+16;3.36914062498715e+15;2.53105163573253e+16;4.88014221189545e+15;1.024513244625e+15;5.88035583493851e+16;3.61366271971278e+15;3.69873046873589e+16;0.569740295407983;6.23016357419498e+16
IMG_0151_aug1.png;Bercak Daun;2.82287597655173e+16;3.22265624998771e+16;2.61840820311501e+16;5.30204772947196e+15;9.68894958492398e+15;6.05201721189098e+16;3.68423461912657e+15;3.71971130369675e+15;0.56665802001737;6.22329711911688e+15
IMG_0151_aug2.png;Bercak Daun;2.82287597655173e+16;3.22265624998771e+16;2.61840820311501e+16;5.30204772947196e+15;9.68894958492398e+15;6.05201721189098e+16;3.68423461912657e+15;3.71971130369675e+15;0.56665802001737;6.22329711911688e+15
IMG_0151_clean.png;Bercak Daun;2.82287597655173e+16;3.22265624998771e+16;2.61840820311501e+16;5.30204772947196e+15;9.68894958492398e+15;6.05201721189098e+16;3.68423461912657e+15;3.71971130369675e+15;0.56665802001737;6.22329711911688e+15
IMG_0152_aug1.png;Bercak Daun;2.26707458495229e+16;3.34854125975285e+15;2.63824462889619e+15;4.96597290037168e+15;9.01527404781717e+15;5.78384399411856e+16;4.27970886228836e+15;3.74717712400914e+16;0.578464508054434;6.10771179196889e+15
IMG_0152_aug2.png;Bercak Daun;2.23121643065555e+15;342826843260411;2.79846191405182e+16;5.0235748290824e+15;4.27627563474931e+16;538558959958883;4.12292480467177e+15;3.83529663084474e+15;0.624771118161679;6.42127990720207e+15
IMG_0152_clean.png;Bercak Daun;2.26707458495229e+16;3.34854125975285e+15;2.63824462889619e+15;4.96597290037168e+15;9.01527404781717e+15;5.78384399411856e+16;4.27970886228836e+15;3.74717712400914e+16;0.578464508054434;6.10771179196889e+15
IMG_0153_aug1.png;Bercak Daun;2.22740173338994e+16;3.27529907225313e+15;2.54631042479497e+15;5.09223937986339e+15;8.74023437496666e+15;580177307126693;4.29687499998361e+15;3.70368957518118e+15;0.582870483396214;6.02912902829731e+15
IMG_0153_aug2.png;Bercak Daun;2.17437744139796e+16;3.40499877928389e+15;2.92282104491073e+16;5.42716979978398e+16;4.59213256834186e+15;5.46264648435416e+15;4.6386718749823e+16;3.87535095213365e+15;0.612232208249618;6.27861022946824e+15
IMG_0153_clean.png;Bercak Daun;2.22740173338994e+16;3.27529907225313e+15;2.54631042479497e+15;5.09223937986339e+15;8.74023437496666e+15;580177307126693;4.29687499998361e+15;3.70368957518118e+15;0.582870483396214;6.02912902829731e+15
IMG_0154_aug1.png;Bercak Daun;2.30407714842871e+16;3.13987731932396e+16;2.51502990721697e+16;4.98313903806693e+16;8.09860229489098e+15;5.68237304685332e+16;4.14085388182014e+15;3.63159179686115e+16;0.596401214597334;5.86433410642294e+16
IMG_0154_aug2.png;Bercak Daun;2.3227691650302e+15;3.14788818358174e+16;2.54554748534185e+15;4.94384765623114e+15;7.4913024902058e+15;5.52635192868986e+15;4.09698486326562e+15;3.60794067381436e+15;0.6045913696266;5.85823059079796e+15
IMG_0154_clean.png;Bercak Daun;2.30407714842871e+16;3.13987731932396e+16;2.51502990721697e+16;4.98313903806693e+16;8.09860229489098e+15;5.68237304685332e+16;4.14085388182014e+15;3.63159179686115e+16;0.596401214597334;5.86433410642294e+16
IMG_0155_aug1.png;Bercak Daun;1.21002197265163e+15;2.74925231932545e+16;1.72538757323561e+16;4.9736022949029e+15;9.5859527587525e+15;7.32955932614392e+15;3.7593841552591e+15;3.04946899412899e+15;0.609962463376579;4.6211242675605e+15
IMG_0155_aug2.png;Bercak Daun;1.53236389159572e+15;3.05023193358211e+15;2.31132507323337e+16;5.55648803708818e+15;6.42929077145985e+15;653915405270943;4.30564880369451e+16;3.45077514647121e+15;0.618137359616783;5.01098632810588e+15
IMG_0155_clean.png;Bercak Daun;1.21002197265163e+15;2.74925231932545e+16;1.72538757323561e+16;4.9736022949029e+15;9.5859527587525e+15;7.32955932614392e+15;3.7593841552591e+15;3.04946899412899e+15;0.609962463376579;4.6211242675605e+15
IMG_0156_aug1.png;Bercak Daun;1.2035369873001e+16;2.70538330077093e+16;1.70669555663411e+16;4.93507385252024e+16;1.02142333983985e+16;688934326169247;3.80020141600113e+15;3.02619934080877e+16;0.609149932859004;4.60433959959181e+16
IMG_0156_aug2.png;Bercak Daun;1.46331787108817e+16;2.91900634764511e+16;2.15072631835117e+16;5.52825927732266e+15;7.46498107907308e+15;6.64405822751372e+15;4.21218872068706e+16;3.25622558592508e+15;0.614757537839452;4.8854827880673e+15
IMG_0156_clean.png;Bercak Daun;1.2035369873001e+16;2.70538330077093e+16;1.70669555663411e+16;4.93507385252024e+16;1.02142333983985e+16;688934326169247;3.80020141600113e+15;3.02619934080877e+16;0.609149932859004;4.60433959959181e+16
IMG_0157_aug1.png;Bercak Daun;1.48429870604903e+16;2.72636413573179e+15;1.83448791503206e+16;4.85458374021586e+15;1.0663986206014e+16;6.38046264646004e+15;3.82385253904791e+15;3.07502746580858e+15;0.603633880612932;4.79354858396609e+15
IMG_0157_aug2.png;Bercak Daun;1.70745849608724e+16;2.80075073241119e+15;2.31132507323337e+16;5.93223571775081e+15;6.41098022458492e+15;6.43844604489731e+15;4.31404113767886e+16;3.38058471678398e+15;0.615318298337497;5.17234802244121e+15
IMG_0157_clean.png;Bercak Daun;1.48429870604903e+16;2.72636413573179e+15;1.83448791503206e+16;4.85458374021586e+15;1.0663986206014e+16;6.38046264646004e+15;3.82385253904791e+15;3.07502746580858e+15;0.603633880612932;4.79354858396609e+15
IMG_0159_aug1.png;Bercak Daun;1.34086608886207e+16;2.30865478514744e+15;1.98898315428929e+16;4.39949035642853e+16;7.51686096188539e+15;5.14144897458976e+16;3.14712524412862e+15;2.53906249999031e+16;0.677757263181008;3.84178161619628e+15
IMG_0159_aug2.png;Bercak Daun;1.40457153319777e+15;2.36358642577223e+16;2.04582214354688e+16;4.36973571775677e+15;6.90383911130179e+15;5.01289367673869e+16;3.13568115233179e+15;2.61535644530252e+16;0.682895660397786;3.85894775389153e+15
IMG_0159_clean.png;Bercak Daun;1.34086608886207e+16;2.30865478514744e+15;1.98898315428929e+16;4.39949035642853e+16;7.51686096188539e+15;5.14144897458976e+16;3.14712524412862e+15;2.53906249999031e+16;0.677757263181008;3.84178161619628e+15
IMG_0160_aug1.png;Bercak Daun;1.35879516601044e+16;2.2914886474522e+16;1.99241638182834e+15;442504882810812;783882141110291;5.07926940916031e+15;3.23028564451893e+15;2.54592895506841e+15;0.673282623288447;3.90968322752415e+15
IMG_0160_aug2.png;Bercak Daun;1.54495239257223e+16;2.4314880371001e+16;2.19955444335098e+15;4.58068847654503e+15;632743835446805;5.06324768064475e+16;3.41148376463542e+16;2.70233154295844e+16;0.675991058347031;4.13970947264046e+16
IMG_0160_clean.png;Bercak Daun;1.35879516601044e+16;2.2914886474522e+16;1.99241638182834e+15;442504882810812;783882141110291;5.07926940916031e+15;3.23028564451893e+15;2.54592895506841e+15;0.673282623288447;3.90968322752415e+15
IMG_0161_aug1.png;Bercak Daun;1.43737792968202e+16;2.24952697753048e+15;1.99584960936739e+16;4.23736572264009e+15;790100097653236;4.8110961913879e+15;3.03916931151184e+15;2.48718261717801e+15;0.679553985593111;3.88603210447736e+15
IMG_0161_aug2.png;Bercak Daun;1.45759582518975e+16;2.3521423339754e+16;2.23999023436646e+15;4.22973632810886e+15;3.88259887693831e+15;4.40788269041287e+16;3.15742492674577e+15;2.6420593261618e+16;0.714286804196494;4.20188903806991e+15
IMG_0161_clean.png;Bercak Daun;1.43737792968202e+16;2.24952697753048e+15;1.99584960936739e+16;4.23736572264009e+15;790100097653236;4.8110961913879e+15;3.03916931151184e+15;2.48718261717801e+15;0.679553985593111;3.88603210447736e+15
IMG_0162_aug1.png;Bercak Daun;1.45606994628351e+15;2.15148925780429e+16;1.96380615233626e+16;4.15306091307009e+16;8.04367065426619e+15;4.86373901365332e+15;2.90069580077018e+16;2.42080688475639e+16;0.682521820065756;3.79447937010271e+15
IMG_0162_aug2.png;Bercak Daun;1.41754150390084e+16;2.22320556639777e+15;2.14080810546058e+16;4.36515808103804e+16;4.65126037595882e+15;4.57649230955285e+15;3.15589904783952e+16;2.52532958983412e+16;0.710258483884009;3.91845703123505e+15
IMG_0162_clean.png;Bercak Daun;1.45606994628351e+15;2.15148925780429e+16;1.96380615233626e+16;4.15306091307009e+16;8.04367065426619e+15;4.86373901365332e+15;2.90069580077018e+16;2.42080688475639e+16;0.682521820065756;3.79447937010271e+15
